date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),Tlog (degC),OT
2020/11/20 13:20,1005.7,5.99,278.69,2.31,77.15,9.35,7.22,2.14,4.48,7.18,1251.68,2.77,5.25,273.2,15.81,419.2
2020/11/20 13:30,1005.75,5.33,278.02,2.5,81.9,8.93,7.31,1.62,4.54,7.27,1254.68,2.43,4.93,296.1,16.05,419.4
2020/11/20 13:40,1005.87,4.83,277.51,2.9,87.3,8.62,7.53,1.1,4.67,7.48,1257,1.46,2.56,292.2,16.12,419.8
2020/11/20 13:50,1005.89,4.9,277.58,3.1,88.1,8.67,7.64,1.03,4.74,7.59,1256.63,1.29,2.63,294.9,16.06,419.5
2020/11/20 14:00,1005.85,5.03,277.72,2.94,86.3,8.75,7.55,1.2,4.68,7.51,1256.03,2.13,4.86,265.2,15.98,419.2
2020/11/20 14:10,1005.8,4.99,277.68,2.84,85.9,8.73,7.5,1.23,4.65,7.45,1256.16,2.14,4.33,255.8,15.9,419.2
2020/11/20 14:20,1005.79,4.78,277.47,2.94,87.8,8.6,7.55,1.05,4.68,7.5,1257.09,1.75,3.43,261.1,15.81,419.2
2020/11/20 14:30,1005.82,4.58,277.27,3.14,90.3,8.48,7.66,0.82,4.75,7.61,1257.97,1.9,4.25,277.7,15.71,419.7
2020/11/20 14:40,1005.8,4.58,277.27,3.27,91.2,8.47,7.73,0.75,4.79,7.68,1257.95,2.25,4.42,284.8,15.6,419.6
2020/11/20 14:50,1005.68,4.49,277.19,3.28,91.8,8.42,7.73,0.69,4.8,7.69,1258.16,2.06,4.16,285.8,15.48,419.7
2020/11/20 15:00,1005.67,4.41,277.11,3.2,91.8,8.37,7.69,0.69,4.77,7.64,1258.57,1.8,3.53,271.4,15.34,419.7
2020/11/20 15:10,1005.67,4.56,277.26,3.22,91,8.46,7.7,0.76,4.78,7.66,1257.89,2.06,4.46,262.4,15.19,419.7
2020/11/20 15:20,1005.74,4.97,277.67,3.17,88.1,8.71,7.67,1.04,4.76,7.63,1256.11,1.57,3.12,272,15.1,420.3
2020/11/20 15:30,1005.74,5,277.69,3.05,87.2,8.73,7.61,1.12,4.72,7.57,1256.02,1.38,2.97,270.7,15.08,420.6
2020/11/20 15:40,1005.89,5.04,277.73,2.86,85.7,8.76,7.5,1.25,4.65,7.46,1256.04,1.74,4.14,280.7,15.09,420.6
2020/11/20 15:50,1005.96,4.76,277.44,2.61,85.9,8.58,7.37,1.21,4.57,7.33,1257.47,2.2,4.09,283.8,15.1,420.6
2020/11/20 16:00,1005.89,4.47,277.15,2.59,87.6,8.41,7.37,1.04,4.57,7.32,1258.73,2.21,4.22,272.8,15.01,421
2020/11/20 16:10,1005.95,4.22,276.9,2.54,88.8,8.26,7.34,0.93,4.55,7.3,1259.93,1.81,3.38,262.7,14.83,421.1
2020/11/20 16:20,1006.06,4.07,276.74,2.59,90,8.18,7.36,0.82,4.56,7.32,1260.74,2,3.55,256.7,14.61,421.2
2020/11/20 16:30,1006.27,4.04,276.69,2.69,90.9,8.16,7.42,0.74,4.6,7.37,1261.12,1.52,2.79,263.5,14.4,421.4
2020/11/20 16:40,1006.36,3.93,276.58,2.68,91.5,8.1,7.41,0.69,4.59,7.36,1261.73,2.25,3.27,256.8,14.24,421.6
2020/11/20 16:50,1006.49,3.8,276.44,2.67,92.3,8.03,7.41,0.62,4.59,7.36,1262.47,2.46,4.41,261.5,14.06,421.6
2020/11/20 17:00,1006.77,3.84,276.46,2.58,91.4,8.05,7.35,0.69,4.56,7.31,1262.67,2.12,3.52,262.3,13.85,421.6
2020/11/20 17:10,1006.99,3.86,276.46,2.5,90.8,8.06,7.32,0.74,4.53,7.27,1262.89,2.05,3.91,254.2,13.65,421.9
2020/11/20 17:20,1007.03,3.88,276.48,2.54,90.9,8.07,7.34,0.73,4.54,7.29,1262.81,2.34,4.19,259.9,13.47,422.6
2020/11/20 17:30,1007.17,4.02,276.61,2.59,90.3,8.15,7.36,0.79,4.56,7.31,1262.34,2.38,3.86,256.1,13.33,422.4
2020/11/20 17:40,1007.33,4.09,276.66,2.61,90,8.19,7.37,0.82,4.56,7.32,1262.23,2.14,3.64,256.1,13.22,422.2
2020/11/20 17:50,1007.44,4.13,276.69,2.58,89.6,8.21,7.36,0.85,4.55,7.3,1262.23,1.77,2.95,257.8,13.16,422.5
2020/11/20 18:00,1007.53,4.1,276.65,2.59,89.9,8.19,7.36,0.83,4.56,7.31,1262.46,1.53,2.56,264.2,13.14,423
2020/11/20 18:10,1007.63,4.07,276.61,2.61,90.2,8.17,7.37,0.8,4.56,7.32,1262.73,1.66,3.24,258.3,13.14,423.6
2020/11/20 18:20,1007.83,3.97,276.5,2.63,90.9,8.12,7.38,0.74,4.57,7.32,1263.39,1.68,2.82,259.4,13.15,423.9
2020/11/20 18:30,1007.92,4.01,276.53,2.66,90.9,8.14,7.4,0.74,4.58,7.34,1263.34,1.78,2.37,257.6,13.16,424.3
2020/11/20 18:40,1007.99,3.96,276.48,2.73,91.6,8.12,7.43,0.68,4.6,7.38,1263.62,1.89,2.91,255.8,13.17,425.1
2020/11/20 18:50,1007.93,3.93,276.45,2.74,91.9,8.1,7.44,0.66,4.6,7.38,1263.69,1.95,2.87,252.3,13.19,425.8
2020/11/20 19:00,1007.98,3.82,276.34,2.68,92.2,8.04,7.41,0.63,4.58,7.35,1264.26,2.58,3.97,251.1,13.19,426
2020/11/20 19:10,1007.98,3.76,276.28,2.63,92.3,8,7.39,0.62,4.57,7.33,1264.55,3.02,3.82,250.2,13.13,425.7
2020/11/20 19:20,1008.06,3.68,276.19,2.58,92.5,7.95,7.36,0.6,4.55,7.3,1265.06,2.6,3.57,245.5,13,425.8
2020/11/20 19:30,1008.01,3.5,276.01,2.49,93.1,7.85,7.31,0.54,4.52,7.25,1265.84,2.22,3.25,242.1,12.86,425.8
2020/11/20 19:40,1008,3.29,275.81,2.4,93.9,7.74,7.26,0.47,4.49,7.21,1266.81,1.73,2.55,195.1,12.72,427
2020/11/20 19:50,1008.01,3.13,275.65,2.39,94.9,7.65,7.26,0.39,4.49,7.2,1267.55,1.35,2.24,133.2,12.62,433.1
2020/11/20 20:00,1007.96,3.04,275.56,2.33,95.1,7.6,7.23,0.37,4.47,7.17,1267.9,0.54,1.2,303.4,12.55,432.7
2020/11/20 20:10,1007.96,3.08,275.61,2.23,94.1,7.63,7.18,0.45,4.44,7.12,1267.72,0.6,1.33,298.6,12.48,427.9
2020/11/20 20:20,1007.95,2.81,275.34,2.04,94.6,7.48,7.08,0.4,4.38,7.02,1269.01,1.74,2.24,241,12.39,427.2
2020/11/20 20:30,1008.01,2.61,275.13,1.88,94.9,7.37,7,0.38,4.33,6.94,1270.04,1.8,2.27,235.5,12.3,426.8
2020/11/20 20:40,1008.02,2.15,274.67,1.65,96.5,7.13,6.88,0.25,4.26,6.83,1272.25,1.4,2.28,224.4,12.21,428.3
2020/11/20 20:50,1008.06,1.95,274.47,1.65,97.9,7.03,6.88,0.15,4.26,6.83,1273.23,0.97,2.01,233.2,12.11,428.5
2020/11/20 21:00,1008.17,1.93,274.44,1.65,98,7.02,6.88,0.14,4.26,6.83,1273.44,0.44,0.74,214.7,12.01,429.6
2020/11/20 21:10,1008.17,1.7,274.21,1.35,97.5,6.91,6.74,0.17,4.17,6.68,1274.58,1.14,1.72,205.1,11.91,429.7
2020/11/20 21:20,1008.11,1.31,273.83,1.17,99,6.72,6.65,0.07,4.11,6.6,1276.36,1.65,2.56,216.9,11.81,430
2020/11/20 21:30,1008.21,1.36,273.86,1.15,98.5,6.74,6.64,0.1,4.11,6.58,1276.29,1.21,1.72,221,11.71,428.7
2020/11/20 21:40,1008.34,1.17,273.67,1.06,99.2,6.65,6.59,0.05,4.08,6.54,1277.35,0.96,1.33,206.5,11.61,430.4
2020/11/20 21:50,1008.4,1.18,273.67,1.14,99.7,6.65,6.63,0.02,4.1,6.58,1277.35,0.8,1.34,162.8,11.49,433.5
2020/11/20 22:00,1008.54,1.1,273.58,1.1,100,6.61,6.61,0,4.09,6.56,1277.93,0.84,1.52,208.7,11.4,436.5
2020/11/20 22:10,1008.56,1.05,273.53,1.05,100,6.59,6.59,0,4.07,6.53,1278.19,1.13,1.72,211,11.31,436.2
2020/11/20 22:20,1008.52,1.01,273.49,1.01,100,6.57,6.57,0,4.06,6.52,1278.33,0.89,1.3,210.4,11.23,435.6
2020/11/20 22:30,1008.47,0.87,273.36,0.87,100,6.51,6.51,0,4.02,6.45,1278.95,0.99,1.92,181.6,11.15,436.1
2020/11/20 22:40,1008.53,0.58,273.07,0.58,100,6.37,6.37,0,3.94,6.32,1280.42,0.92,2.22,149.1,11.08,437.4
2020/11/20 22:50,1008.52,0.32,272.81,0.32,100,6.25,6.25,0,3.87,6.2,1281.68,0.92,2.26,141.8,11,439.3
2020/11/20 23:00,1008.51,0.28,272.77,0.28,100,6.23,6.23,0,3.85,6.18,1281.87,0.55,1.2,148.7,10.92,440.8
2020/11/20 23:10,1008.58,0.06,272.55,0.06,100,6.14,6.14,0,3.79,6.08,1283.03,0.86,1.32,145.6,10.83,440.2
2020/11/20 23:20,1008.78,-0.04,272.42,-0.04,100,6.09,6.09,0,3.76,6.04,1283.82,1.25,1.83,130.3,10.73,440.8
2020/11/20 23:30,1008.82,-0.03,272.43,-0.03,100,6.09,6.09,0,3.77,6.04,1283.8,1.05,1.69,138,10.64,440.9
2020/11/20 23:40,1008.86,-0.02,272.44,-0.02,100,6.1,6.1,0,3.77,6.05,1283.79,0.37,1.01,170.4,10.55,440.6
2020/11/20 23:50,1008.77,-0.14,272.33,-0.14,100,6.05,6.05,0,3.74,5.99,1284.26,0.25,0.46,355.3,10.45,439.6
2020/11/21 0:00,1008.77,-0.22,272.25,-0.22,100,6.01,6.01,0,3.71,5.96,1284.66,0.53,1.02,152.6,10.35,442.4
2020/11/21 0:10,1008.9,-0.57,271.89,-0.57,100,5.86,5.86,0,3.62,5.81,1286.55,0.78,2.13,203.5,10.26,435.4
2020/11/21 0:20,1008.95,-0.24,272.21,-0.24,100,6,6,0,3.71,5.95,1285.02,0.83,1.96,215.9,10.15,435.6
2020/11/21 0:30,1008.86,-0.2,272.27,-0.2,100,6.02,6.02,0,3.72,5.97,1284.66,1.14,1.64,208.7,10.08,436
2020/11/21 0:40,1008.81,-0.32,272.15,-0.32,100,5.97,5.97,0,3.69,5.91,1285.22,0.69,1.3,195.3,10.05,436.4
2020/11/21 0:50,1008.92,-0.79,271.67,-0.79,100,5.76,5.76,0,3.56,5.71,1287.68,1.09,1.75,182.9,10.04,443.1
2020/11/21 1:00,1009.08,-1.1,271.34,-1.1,100,5.63,5.63,0,3.48,5.58,1289.42,1.03,1.72,178.3,10.03,447.5
2020/11/21 1:10,1009.03,-1.27,271.18,-1.27,100,5.56,5.56,0,3.44,5.51,1290.18,1.12,1.83,155,10.02,446.1
2020/11/21 1:20,1009.1,-1.48,270.96,-1.48,100,5.48,5.48,0,3.38,5.43,1291.32,1.1,2.61,151.5,10.05,445.2
2020/11/21 1:30,1009.11,-1.63,270.81,-1.63,100,5.42,5.42,0,3.35,5.37,1292.08,2.36,3.1,161.2,10.08,441.6
2020/11/21 1:40,1008.89,-1.54,270.92,-1.54,100,5.45,5.45,0,3.37,5.41,1291.34,1.5,2.84,174.3,10.1,440.7
2020/11/21 1:50,1008.81,-1.51,270.96,-1.51,100,5.47,5.47,0,3.38,5.42,1291.08,1.65,2.75,185.7,10.09,440.9
2020/11/21 2:00,1008.71,-1.64,270.84,-1.64,100,5.42,5.42,0,3.35,5.37,1291.58,1.49,1.92,191.2,10.09,442.1
2020/11/21 2:10,1008.63,-1.82,270.66,-1.82,100,5.34,5.34,0,3.3,5.3,1292.4,1.73,2.16,189.2,10.09,440.1
2020/11/21 2:20,1008.58,-1.84,270.65,-1.84,100,5.34,5.34,0,3.3,5.29,1292.4,1.57,2.39,206.7,10.06,440.4
2020/11/21 2:30,1008.67,-1.76,270.72,-1.76,100,5.37,5.37,0,3.32,5.32,1292.13,1.6,2.38,183.9,10.03,440.6
2020/11/21 2:40,1008.71,-1.75,270.73,-1.75,100,5.37,5.37,0,3.32,5.32,1292.14,1.4,2.51,172.2,10.01,439.4
2020/11/21 2:50,1008.7,-1.79,270.69,-1.79,100,5.35,5.35,0,3.31,5.31,1292.33,1.22,1.88,197.5,10,440.1
2020/11/21 3:00,1008.71,-1.97,270.51,-1.97,100,5.28,5.28,0,3.26,5.24,1293.25,1.5,1.86,205.6,10.01,440.1
2020/11/21 3:10,1008.74,-2.1,270.37,-2.1,100,5.23,5.23,0,3.23,5.19,1293.94,1.2,1.52,212.3,10,440.9
2020/11/21 3:20,1008.74,-2.25,270.22,-2.25,100,5.17,5.17,0,3.2,5.13,1294.68,0.95,1.45,208.5,9.97,440.8
2020/11/21 3:30,1008.66,-2.23,270.26,-2.23,100,5.18,5.18,0,3.2,5.14,1294.44,0.84,1.2,241.7,9.94,440.7
2020/11/21 3:40,1008.71,-2.34,270.14,-2.34,100,5.14,5.14,0,3.18,5.1,1295.06,1.18,1.53,228.7,9.91,440.5
2020/11/21 3:50,1008.74,-2.41,270.07,-2.41,100,5.11,5.11,0,3.16,5.07,1295.44,1.65,2.38,218.3,9.84,441.4
2020/11/21 4:00,1008.63,-2.46,270.03,-2.46,100,5.1,5.1,0,3.15,5.05,1295.54,2.13,2.7,214.3,9.76,440.7
2020/11/21 4:10,1008.59,-2.44,270.05,-2.44,100,5.1,5.1,0,3.15,5.06,1295.41,1.62,2.95,204.4,9.64,441.1
2020/11/21 4:20,1008.45,-2.32,270.18,-2.32,100,5.15,5.15,0,3.18,5.11,1294.64,1.43,2.16,180.5,9.53,441.3
2020/11/21 4:30,1008.29,-2.47,270.05,-2.47,100,5.09,5.09,0,3.15,5.05,1295.16,1.91,2.39,210.5,9.46,442.4
2020/11/21 4:40,1008.14,-2.55,269.97,-2.55,100,5.06,5.06,0,3.13,5.02,1295.4,1.96,2.85,185.1,9.38,441.4
2020/11/21 4:50,1007.98,-2.59,269.95,-2.59,100,5.05,5.05,0,3.12,5.01,1295.38,1.79,2.57,212.3,9.31,442.5
2020/11/21 5:00,1007.79,-2.55,270,-2.55,100,5.06,5.06,0,3.13,5.02,1294.94,1.7,3.04,183.2,9.25,443
2020/11/21 5:10,1007.72,-2.49,270.07,-2.48,100,5.09,5.09,0,3.14,5.05,1294.52,1.38,2.05,208.6,9.2,443.5
2020/11/21 5:20,1007.65,-2.64,269.92,-2.64,100,5.03,5.03,0,3.11,4.99,1295.19,1.72,2.43,208.9,9.17,443.3
2020/11/21 5:30,1007.6,-2.6,269.97,-2.6,100,5.04,5.04,0,3.12,5,1294.93,1.08,2.02,201.2,9.15,443
2020/11/21 5:40,1007.61,-2.64,269.92,-2.64,100,5.03,5.03,0,3.11,4.99,1295.15,1.45,2.13,213.7,9.13,443.2
2020/11/21 5:50,1007.54,-2.79,269.78,-2.79,100,4.97,4.97,0,3.08,4.93,1295.78,1.73,2.63,217.9,9.12,443
2020/11/21 6:00,1007.4,-2.76,269.82,-2.76,100,4.98,4.98,0,3.08,4.95,1295.45,1.89,3.33,182.9,9.11,443.4
2020/11/21 6:10,1007.37,-2.65,269.94,-2.65,100,5.02,5.02,0,3.11,4.99,1294.86,1.6,2.54,198.7,9.09,443.9
2020/11/21 6:20,1007.43,-2.65,269.92,-2.65,100,5.02,5.02,0,3.11,4.98,1294.98,1.36,2.17,205.2,9.08,444
2020/11/21 6:30,1007.48,-2.54,270.03,-2.54,100,5.06,5.06,0,3.13,5.03,1294.49,1,2.36,187.7,9.09,444.7
2020/11/21 6:40,1007.48,-2.51,270.06,-2.51,100,5.07,5.07,0,3.14,5.04,1294.35,1.14,2.19,164.1,9.11,445.3
2020/11/21 6:50,1007.68,-2.61,269.95,-2.61,100,5.04,5.04,0,3.12,5,1295.1,0.89,1.42,192.3,9.14,445.6
2020/11/21 7:00,1007.69,-2.73,269.83,-2.73,100,4.99,4.99,0,3.09,4.96,1295.69,1.18,1.54,211.4,9.18,445.6
2020/11/21 7:10,1007.56,-2.87,269.7,-2.87,100,4.94,4.94,0,3.06,4.91,1296.2,0.68,1.06,215.4,9.23,445.9
2020/11/21 7:20,1007.63,-2.85,269.72,-2.85,100,4.95,4.95,0,3.06,4.91,1296.19,0.55,0.83,209.3,9.25,445.3
2020/11/21 7:30,1007.73,-2.74,269.81,-2.74,100,4.99,4.99,0,3.09,4.95,1295.8,0.33,0.57,281.9,9.25,443.9
2020/11/21 7:40,1007.75,-2.47,270.08,-2.47,100,5.09,5.09,0,3.15,5.05,1294.49,0.75,1.31,157.1,9.22,445.7
2020/11/21 7:50,1007.81,-2.26,270.29,-2.26,100,5.17,5.17,0,3.2,5.13,1293.5,1.18,1.98,179.9,9.17,444.2
2020/11/21 8:00,1007.95,-2.08,270.46,-2.08,100,5.24,5.24,0,3.24,5.2,1292.79,1.06,1.82,214.9,9.13,443
2020/11/21 8:10,1007.97,-1.85,270.68,-1.85,100,5.33,5.33,0,3.3,5.29,1291.69,1.47,2.05,219.7,9.11,442
2020/11/21 8:20,1007.93,-1.78,270.75,-1.78,100,5.36,5.36,0,3.31,5.32,1291.31,1.61,2.14,218.2,9.14,442.3
2020/11/21 8:30,1007.82,-1.71,270.83,-1.71,100,5.39,5.39,0,3.33,5.34,1290.82,1.38,2.37,199,9.22,442.3
2020/11/21 8:40,1007.67,-1.45,271.1,-1.45,100,5.49,5.49,0,3.4,5.45,1289.34,1.39,2.52,173.2,9.32,442.5
2020/11/21 8:50,1007.42,-1.49,271.09,-1.49,100,5.48,5.48,0,3.39,5.44,1289.19,1.47,2.01,201.6,9.48,443.1
2020/11/21 9:00,1007.27,-1.36,271.23,-1.36,100,5.53,5.53,0,3.42,5.49,1288.37,1.55,2.65,210,9.7,440.2
2020/11/21 9:10,1007.22,-1.11,271.48,-1.11,100,5.63,5.63,0,3.48,5.59,1287.08,1.48,3.05,201.8,9.94,439.8
2020/11/21 9:20,1007.08,-0.95,271.66,-0.94,100,5.7,5.7,0,3.53,5.66,1286.08,1.61,2.57,193.7,10.18,440.6
2020/11/21 9:30,1006.91,-0.85,271.77,-0.85,100,5.74,5.74,0,3.55,5.7,1285.37,1.62,2.91,198.4,10.41,439.6
2020/11/21 9:40,1006.89,-0.61,272.01,-0.61,100,5.84,5.84,0,3.62,5.8,1284.18,1.31,1.93,193.7,10.62,440.1
2020/11/21 9:50,1006.87,-0.39,272.23,-0.39,100,5.94,5.94,0,3.68,5.9,1283.06,0.88,1.39,181.9,10.86,439.9
2020/11/21 10:00,1006.84,-0.26,272.36,-0.26,100,5.99,5.99,0,3.71,5.95,1282.41,1.4,2.3,180.2,11.14,440.2
2020/11/21 10:10,1006.7,-0.2,272.43,-0.2,100,6.02,6.02,0,3.73,5.98,1281.91,1.69,2.68,184.3,11.52,441.1
2020/11/21 10:20,1006.62,0.04,272.67,0.04,100,6.12,6.12,0,3.79,6.08,1280.65,2.22,3.14,175.4,11.96,441.2
2020/11/21 10:30,1006.56,0.57,273.21,0.57,100,6.37,6.37,0,3.94,6.33,1277.97,1.51,2.32,183.1,12.41,442.5
2020/11/21 10:40,1006.51,1.08,273.72,1.08,100,6.61,6.61,0,4.09,6.56,1275.43,1.55,2.5,167.7,12.86,442.4
2020/11/21 10:50,1006.36,1.89,274.54,1.89,100,7,7,0,4.34,6.96,1271.29,1.48,2.91,165.8,13.3,441.3
2020/11/21 11:00,1006.28,2.47,275.13,2.41,99.6,7.3,7.27,0.03,4.51,7.22,1268.39,2.44,4.39,161.5,13.78,438.5
2020/11/21 11:10,1006.27,2.87,275.53,1.91,93.4,7.51,7.01,0.5,4.35,6.97,1266.66,3.25,4.19,158.9,14.23,435.2
2020/11/21 11:20,1006.3,3.27,275.93,1.36,87.2,7.73,6.74,0.99,4.18,6.7,1264.97,2.48,3.8,155.2,14.53,432.2
2020/11/21 11:30,1006.21,3.87,276.53,0.99,81.4,8.06,6.56,1.5,4.07,6.52,1262.24,2.78,4.28,182.6,14.72,428.5
2020/11/21 11:40,1006.01,4.23,276.91,0.54,76.83,8.27,6.35,1.92,3.94,6.32,1260.43,2.86,4.52,189.7,14.86,426.2
2020/11/21 11:50,1005.81,4.67,277.36,-0.27,70.19,8.53,5.99,2.54,3.71,5.95,1258.35,3.47,4.8,195.3,14.97,422.5
2020/11/21 12:00,1005.73,4.78,277.48,-0.97,66.18,8.6,5.69,2.91,3.53,5.66,1257.89,4.65,7.3,206.2,15.04,420.3
2020/11/21 12:10,1005.73,4.88,277.57,-0.98,65.68,8.65,5.68,2.97,3.52,5.65,1257.47,4.4,6.48,198.8,15.04,420.2
2020/11/21 12:20,1005.56,5.18,277.89,-0.93,64.57,8.84,5.71,3.13,3.54,5.67,1255.88,4,5.85,199.3,15.02,419.8
2020/11/21 12:30,1005.48,5.27,277.98,-1.12,63.24,8.89,5.62,3.27,3.49,5.59,1255.41,4.13,6.42,200.6,15.07,419.2
2020/11/21 12:40,1005.49,5.19,277.9,-1.36,62.5,8.84,5.53,3.32,3.43,5.5,1255.84,4.48,7.52,205.8,15.12,418.9
2020/11/21 12:50,1005.15,5.16,277.9,-1.54,61.83,8.82,5.46,3.37,3.38,5.43,1255.58,5.29,8.72,196.5,15.12,418.5
2020/11/21 13:00,1005,5.12,277.87,-1.49,62.22,8.8,5.48,3.33,3.4,5.45,1255.55,4.45,7.03,207.5,15.06,418.3
2020/11/21 13:10,1004.94,5.12,277.88,-1.48,62.22,8.8,5.48,3.33,3.4,5.45,1255.47,4.23,6.3,215.2,14.99,418.1
2020/11/21 13:20,1004.87,5.18,277.94,-1.7,60.98,8.84,5.39,3.45,3.34,5.36,1255.15,5.08,6.81,211.7,14.93,417.7
2020/11/21 13:30,1004.88,5.29,278.06,-1.72,60.41,8.91,5.38,3.53,3.34,5.36,1254.66,4.55,6.96,209.6,14.89,417.5
2020/11/21 13:40,1004.9,5.39,278.15,-1.85,59.45,8.97,5.33,3.64,3.31,5.31,1254.29,5,7.89,219.7,14.87,417
2020/11/21 13:50,1004.94,5.39,278.14,-2.13,58.23,8.97,5.22,3.75,3.24,5.2,1254.39,5.19,7.44,216.8,14.86,416.7
2020/11/21 14:00,1004.79,5.53,278.3,-2.13,57.68,9.06,5.22,3.83,3.24,5.2,1253.58,5.18,8.68,209.2,14.83,416.8
2020/11/21 14:10,1004.62,5.61,278.39,-2.34,56.43,9.11,5.14,3.97,3.19,5.12,1253.02,5.19,9.52,209.9,14.85,417
2020/11/21 14:20,1004.36,5.83,278.63,-2.63,54.42,9.25,5.03,4.21,3.12,5.01,1251.78,5.62,8.34,207.2,14.93,417.2
2020/11/21 14:30,1004.2,5.78,278.59,-2.81,53.86,9.21,4.96,4.25,3.08,4.94,1251.84,6.29,9.02,213.9,15.05,417.3
2020/11/21 14:40,1004.02,5.62,278.45,-3,53.7,9.12,4.9,4.22,3.04,4.88,1252.34,6.12,9.42,207.7,15.14,417.2
2020/11/21 14:50,1003.98,5.55,278.39,-3.06,53.7,9.07,4.87,4.2,3.02,4.85,1252.61,6.05,10.56,211.2,15.17,417.2
2020/11/21 15:00,1004.2,5.57,278.39,-3.13,53.33,9.08,4.84,4.24,3.01,4.82,1252.81,4.9,7.98,213.1,15.17,417.2
2020/11/21 15:10,1004.21,5.59,278.41,-3.04,53.61,9.1,4.88,4.22,3.03,4.86,1252.71,4.93,6.94,215,15.18,417.2
2020/11/21 15:20,1004.08,5.53,278.35,-2.93,54.31,9.05,4.92,4.14,3.05,4.9,1252.83,3.54,5.03,200.7,15.2,417.8
2020/11/21 15:30,1004.04,5.41,278.24,-3,54.48,8.98,4.89,4.09,3.04,4.87,1253.33,3.48,6.14,197,15.24,417.7
2020/11/21 15:40,1003.98,5.33,278.16,-2.98,54.87,8.93,4.9,4.03,3.04,4.88,1253.62,2.78,5.8,200.2,15.26,418
2020/11/21 15:50,1003.9,5.3,278.14,-3.05,54.72,8.91,4.88,4.04,3.03,4.86,1253.66,3.12,6.15,195.3,15.27,418.2
2020/11/21 16:00,1003.8,4.97,277.82,-3.14,55.6,8.71,4.84,3.87,3.01,4.82,1255.03,3.46,6.27,202.9,15.27,418.6
2020/11/21 16:10,1003.58,4.85,277.71,-3.09,56.29,8.64,4.86,3.78,3.02,4.84,1255.28,2.67,6.03,192.9,15.19,418.9
2020/11/21 16:20,1003.48,4.81,277.68,-3.2,55.95,8.61,4.82,3.79,2.99,4.8,1255.35,3.52,8.06,202.3,15.1,418.8
2020/11/21 16:30,1003.35,4.73,277.62,-3.38,55.5,8.57,4.75,3.81,2.95,4.74,1255.57,5.76,10.34,207.6,15,418.7
2020/11/21 16:40,1003.35,4.52,277.4,-3.31,56.63,8.44,4.78,3.66,2.97,4.76,1256.52,4.73,7.21,203.2,14.78,419.4
2020/11/21 16:50,1003.33,4.34,277.22,-3.27,57.55,8.33,4.79,3.54,2.98,4.78,1257.33,4.82,6.83,202,14.52,419.6
2020/11/21 17:00,1003.36,4.21,277.1,-3.26,58.08,8.26,4.8,3.46,2.98,4.78,1257.91,4.09,6.08,198.7,14.27,419.9
2020/11/21 17:10,1003.33,4.08,276.97,-3.26,58.62,8.18,4.8,3.39,2.98,4.78,1258.46,3.47,5.01,198.8,14.05,420.5
2020/11/21 17:20,1003.35,4.05,276.93,-3.35,58.38,8.16,4.77,3.4,2.96,4.75,1258.68,4.7,7.71,207.2,13.85,420
2020/11/21 17:30,1003.44,3.97,276.85,-3.32,58.82,8.12,4.78,3.34,2.97,4.76,1259.13,4.21,6.77,208,13.66,420.3
2020/11/21 17:40,1003.24,3.97,276.86,-3.43,58.34,8.12,4.74,3.38,2.94,4.72,1258.89,5.87,8.65,206.9,13.47,420.2
2020/11/21 17:50,1003.14,4.06,276.96,-3.38,58.2,8.17,4.76,3.42,2.95,4.74,1258.34,6.09,9.15,201.5,13.27,420.7
2020/11/21 18:00,1003.12,4.06,276.96,-3.26,58.75,8.17,4.8,3.37,2.98,4.78,1258.32,4.97,6.96,204.1,13.05,421.2
2020/11/21 18:10,1003.08,4.06,276.97,-3.25,58.75,8.17,4.8,3.37,2.98,4.79,1258.23,3.26,7.03,196.9,12.9,421.5
2020/11/21 18:20,1002.98,4.01,276.92,-3.29,58.83,8.14,4.79,3.35,2.98,4.77,1258.38,3.93,7.14,197.4,12.81,421.9
2020/11/21 18:30,1002.9,3.99,276.91,-3.3,58.83,8.13,4.78,3.35,2.97,4.77,1258.36,5.19,7.5,204.2,12.74,421.9
2020/11/21 18:40,1002.87,3.95,276.87,-3.3,59.02,8.11,4.79,3.32,2.97,4.77,1258.5,5.64,8.24,205,12.65,421.9
2020/11/21 18:50,1002.88,3.92,276.84,-3.26,59.33,8.09,4.8,3.29,2.98,4.79,1258.65,4.08,6.52,199.8,12.55,422.4
2020/11/21 19:00,1002.83,3.92,276.85,-3.33,58.97,8.09,4.77,3.32,2.97,4.76,1258.58,3.09,4.98,200.7,12.51,422.4
2020/11/21 19:10,1002.81,3.92,276.85,-3.22,59.5,8.09,4.81,3.28,2.99,4.8,1258.56,2.16,4,184.8,12.54,423.7
2020/11/21 19:20,1002.77,3.53,276.46,-2.91,62.6,7.87,4.93,2.94,3.06,4.91,1260.21,2.39,4.8,159.3,12.63,425.8
2020/11/21 19:30,1002.74,3.08,276.01,-2.95,64.45,7.62,4.91,2.71,3.05,4.9,1262.26,3.72,4.85,150.2,12.71,426.3
2020/11/21 19:40,1002.7,2.95,275.88,-2.91,65.23,7.55,4.93,2.63,3.06,4.91,1262.78,3.22,4.36,158.9,12.73,426.3
